redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
Pinot Noir,,New Zealand Wine,1044,3.5,,,30.99,,,,,"Alluring aromas of dark plum and spice hint at a wine of brooding complexity. Further exploration is rewarded with a bright perfume and scents of red cherry, raspberry and lifted floral notes. The palate is full and concentrated with soft, silky tannin and a long, juicy finish.
",,,,,633677,,,http://www.bcliquorstores.com/files/633677.jpeg,1,4/4/2019 18:10,,1,9.4219E+12,FALSE,0.75,PINOT NOIR -  PA FAMILY TE PA MARLBOROUGH 2015,,New Zealand,FALSE,Marlborough,3,3,RED,PINOT NOIR,30.99,FALSE,1,  PA FAMILY TE PA MARLBOROUGH 2015,13.5,,FALSE,,,SH,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,30.99,0,FALSE,,,,,,,,,,,pinot noir -  pa family te pa marlborough 2015,,30.99,,18,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.5,,,28.99,,,,,"90 Points, Wine Enthusiast - ""Aromatically complex with hints of dusty compost, peat moss and coffee grounds, this moves gracefully into a lively palate. Orange and lemon peel, black tea and juicy acids highlight a red berry core. This is a totally gulpable and thoroughly delicious young Pinot."" (February 2017)
",,,,,920280,,,http://www.bcliquorstores.com/files/920280.jpeg,555,4/4/2019 18:10,,1,7.68675E+11,FALSE,0.75,PINOT NOIR - ACROBAT 2016,,USA,FALSE,Oregon,2,2,RED,PINOT NOIR,28.99,FALSE,47, ACROBAT 2016,13,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,28.99,0,FALSE,,,,,,,,,,,pinot noir - acrobat 2016,,28.99,,41,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.5,,,14.99,,,,,"Santa Barbara is the setting for the movie ‘Sideways’ where the holy grail of wine is Burgundy and the Pinot Noir varietal. Many high quality wines are made in Santa Barbara and priced accordingly for the Los Angeles market. This Pinot Noir is a mélange of red and black fruits, hints of chocolate and good persistence. The natural choice to go with salmon steaks, grilled meats and veggies, or roast of ham.
",,BCL Select,,,181435,,,http://www.bcliquorstores.com/files/181435.jpeg,106,4/4/2019 18:10,Napa,1,8.63884E+11,FALSE,0.75,PINOT NOIR - ALTA MARIA SANTA BARBARA 2014,,USA,FALSE,California,3,3,RED,PINOT NOIR,14.99,FALSE,21, ALTA MARIA SANTA BARBARA 2014,13.8,,TRUE,BCL Select,,C,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,pinot noir - alta maria santa barbara 2014,,14.99,,120,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4,,,44.99,,,,,"93 Points, James Suckling - ""Aromas of cherries, dried strawberries, plums and raspberries. Medium body, tightly grained tannins and a fresh and juicy finish. Savory. Drink or hold."" (December 2017)
",,,,,30960,,,http://www.bcliquorstores.com/files/30960.jpeg,255,4/4/2019 18:10,,1,7.21676E+11,FALSE,0.75,PINOT NOIR - ARGYLE RESERVE WILLAMETTE 2015,,USA,FALSE,Oregon,2,2,RED,PINOT NOIR,44.99,,28, ARGYLE RESERVE WILLAMETTE 2015,14.1,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,,FALSE,0,44.99,0,FALSE,,,,,,,,,,,pinot noir - argyle reserve willamette 2015,,44.99,,17,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4.5,,,59.99,,,,,"The colour is a deep scarlet-red with lush aromas of blackberry bramble, nutmeg, and hint of caramel. The wine is fresh and exuberant in the mouth with sumptuous strawberry jam, ripe black cherry, cranberry and warm gingerbread. It is perfectly balanced with refreshing acidity, velvety tannins and a hint of toffee carrying through its long finish. When asked to describe this wine, I simply say it’s like a taste of Christmas, all year long!
",,,,,243956,,,http://www.bcliquorstores.com/files/243956.jpeg,935,4/4/2019 18:10,Other,1,8.55622E+11,FALSE,0.75,PINOT NOIR - BELLE GLOS CLARK & TELEPHONE 2016,,USA,FALSE,California,2,2,RED,PINOT NOIR,59.99,FALSE,70, BELLE GLOS CLARK & TELEPHONE 2016,14.7,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,59.99,0,FALSE,,,,,,,,,,,pinot noir - belle glos clark & telephone 2016,,59.99,,138,Wine,1005,8.55622E+11,8.55622E+11,8.55622E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4.5,,,59.99,,,,,"Aromas of black cherry and ripe plums combine with subtle notes of dried herbs and smoke. The palate entry shows flavors of cranberry, fresh raspberry, and ripe cherry, complemented by hints of vanilla and baking spice. A balance of savoury, cedar and cocoa powder, and sweet, fig jam and ripe blackberry, round out the mouthfeel. The overall impression is one of ripe red and black berry fruit flavours, great structure, smooth tannins and a lingering fresh finish.
",,,,,529123,,,http://www.bcliquorstores.com/files/529123.jpeg,584,4/4/2019 18:10,Other,1,8.55622E+11,FALSE,0.75,PINOT NOIR - BELLE GLOS DAIRYMAN RUSSIAN RIVER 2017,,USA,FALSE,California,2,2,RED,PINOT NOIR,59.99,FALSE,52, BELLE GLOS DAIRYMAN RUSSIAN RIVER 2017,14.6,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,59.99,0,FALSE,,,,,,,,,,,pinot noir - belle glos dairyman russian river 2017,,59.99,,58,Wine,1005,8.55622E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4.3,,,59.99,,,,,"Deep ruby red in colour with intriguing aromas of sun-warmed blackberries, ripe plums, with hints of black licorice. A complexity of dark berry fruits unfold on the palate; blackberries and bing cherries along with dark chocolate flavours. Vanilla and cedar oak undertones on the mid-palate further enhance the wine. The overall impression is rich with refined tannins, firm acidity and explosive layers of ripe fruit.
",,,,,102988,,,http://www.bcliquorstores.com/files/102988.jpeg,724,4/4/2019 18:10,Other,1,8.55622E+11,FALSE,0.75,PINOT NOIR - BELLE GLOS LAS ALTURAS 2015,,USA,FALSE,California,2,2,RED,PINOT NOIR,59.99,FALSE,49, BELLE GLOS LAS ALTURAS 2015,14.9,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,59.99,0,FALSE,,,,,,,,,,,pinot noir - belle glos las alturas 2015,,59.99,,65,Wine,1005,8.55622E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Chile Wine,1034,5,,,24.99,,,,,"A traditional Colchagua winery well known for Carmenere, Casa Silva has evolved to new regions in Chile. Coastal Colchagua is Paradones, where elegant Pinot Noir is produced. Look for red fruits and a juicy palate. Enjoy with steaks of tuna, salmon, duck or risotto dishes.
",,,,,196232,,,http://www.bcliquorstores.com/files/196232.jpeg,222,4/4/2019 18:10,,1,6.88438E+11,FALSE,0.75,PINOT NOIR - CASA SILVA COLCHAGUA COOL COAST 2016,,Chile,FALSE,,2,2,RED,PINOT NOIR,24.99,FALSE,17, CASA SILVA COLCHAGUA COOL COAST 2016,14.5,,FALSE,,,ST,,PINOT NOIR ,CL,,Chile Red Wine,1112,Red Wine,FALSE,FALSE,0,24.99,0,FALSE,,,,,,,,,,,pinot noir - casa silva colchagua cool coast 2016,,24.99,,1,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,New Zealand Wine,1044,4.4,,,19.99,,,,,"90 Points, Wine Spectator - ""Showing plenty of style, this red is very perfumed, with peppery rose petal and fresh sage aromas complementing the tangy cherry core. Light and crisp, reverberating with juicy acidity. Drink now through 2027."" (July 2017)
",,BCL Select,,,180375,,,http://www.bcliquorstores.com/files/180375.jpeg,1450,4/4/2019 18:10,,1,8.32849E+11,FALSE,0.75,PINOT NOIR - CHAOS & HARMONY MARLBOROUGH 2015,,New Zealand,FALSE,Marlborough,2,2,RED,PINOT NOIR,19.99,FALSE,76, CHAOS & HARMONY MARLBOROUGH 2015,13.5,,TRUE,BCL Select,,C,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,pinot noir - chaos & harmony marlborough 2015,,19.99,,28,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Chile Wine,1034,3.6,,TRUE,10.99,,,2019-04-03T00:00:00.000-07:00,,"90 points, Decanter World Wine Awards 2017 - “Dark bramble fruit with strawberry and floral notes. Juicy, sour-sweet fruit on palate. Some nice Pinot Noir silkiness and high tones elements.”
",2019-04-03T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,341602,TRUE,,http://www.bcliquorstores.com/files/341602.jpeg,1932,4/4/2019 18:10,,1,7.80432E+12,FALSE,0.75,PINOT NOIR - CONO SUR BICICLETA,,Chile,FALSE,,2,2,RED,PINOT NOIR,10.99,FALSE,152, CONO SUR BICICLETA,14,,FALSE,On Sale,,G,,PINOT NOIR ,CL,,Chile Red Wine,1112,Red Wine,FALSE,FALSE,0,9.99,0,FALSE,,,,,,,,,,,pinot noir - cono sur bicicleta,,9.99,2019-04-27T00:00:00.000-07:00,162,Wine,1005,89419424041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Chile Wine,1034,3.9,,,15.99,,,,,"This bright and lively Pinot Noir made from organically grown grapes has good aromatic intensity with notes of berries such as cherry and raspberry with well incorporated hints of wood. On the palate is has a medium concentration and is round, well balanced, juicy and persistent. It pairs well with fish, poultry, duck and game and mature cheeses. 
",,,,,77644,,,http://www.bcliquorstores.com/files/77644.jpeg,2026,4/4/2019 18:10,,1,7.80432E+12,FALSE,0.75,PINOT NOIR - CONO SUR ORGANIC,,Chile,FALSE,,2,2,RED,PINOT NOIR,15.99,TRUE,153, CONO SUR ORGANIC,13.5,,FALSE,,,G,,PINOT NOIR ,CL,,Chile Red Wine,1112,Red Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,pinot noir - cono sur organic,,15.99,,127,Wine,1005,89419416039,,,,,,Organic,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Australia Wine,1026,3.7,,,58.99,,,,,"96 points, James Halliday - “The bright crimson colour and fragrant bouquet lead into a supple, full-flavoured (cherry/plum/spice) palate with immaculate length and balance. Will stand tall against its forebears.” 
",,BCL Select,,,956961,,,http://www.bcliquorstores.com/files/956961.jpeg,0,4/4/2019 18:10,Other,1,6.2699E+11,TRUE,0.75,PINOT NOIR - CURLY FLAT MACEDON RANGES 2012,,Australia,FALSE,South Australia,3,3,RED,PINOT NOIR,58.99,FALSE,, CURLY FLAT MACEDON RANGES 2012,14.2,,TRUE,BCL Select,,C,,PINOT NOIR ,AU,,Australia Red Wine,1068,Red Wine,FALSE,FALSE,1,58.99,NA,FALSE,,,,,,,,,,,pinot noir - curly flat macedon ranges 2012,,58.99,,25,Wine,1005,6.2699E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4.4,,TRUE,49.99,,,2019-04-01T00:00:00.000-07:00,,"95 Points, James Suckling - ""A great pinot noir that shows dried flowers, violets and orchids. Cherry and raspberry undertones, too. Medium to full body with an incredible polished texture. Ripe and round tannins and a fresh and vibrant finish. Delicious now but better in 2020."" (December 2017)
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,427492,TRUE,,http://www.bcliquorstores.com/files/427492.jpeg,392,4/4/2019 18:10,,1,12086860225,FALSE,0.75,PINOT NOIR - DOMAINE DROUHIN DUNDEE HILLS 2015,,USA,FALSE,Oregon,2,2,RED,PINOT NOIR,49.99,FALSE,43, DOMAINE DROUHIN DUNDEE HILLS 2015,14.1,,FALSE,On Sale,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,45.99,0,FALSE,,,,,,,,,,,pinot noir - domaine drouhin dundee hills 2015,,45.99,2019-04-27T00:00:00.000-07:00,87,Wine,1005,12086601019,12086860218,12086600913,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,4.2,,,30.99,,,,,"Editor's Choice, Wine Enthusiast Magazine - ""A fine value, this widely available Pinot doesn't shy away from its natural herbaceousness, but compensates with plenty of bright berry-cherry fruit. The compact tannins support a firm blackberry and black cherry core, and flavors persist on through a clean crisp finish."" (April 2018 Buying Guide)
",,,,,427872,,,http://www.bcliquorstores.com/files/427872.jpeg,987,4/4/2019 18:10,,1,7.68154E+11,FALSE,0.75,PINOT NOIR - DUCK POND OREGON 2016,,USA,FALSE,Oregon,2,2,RED,PINOT NOIR,30.99,,72, DUCK POND OREGON 2016,14,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,,FALSE,0,30.99,0,FALSE,,,,,,,,,,,pinot noir - duck pond oregon 2016,,30.99,,74,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Hungary Wine,1041,3.9,,,12.99,,,,,"This Pinot Noir from South Central Hungary is excellent value with cherry, strawberry and clove aromas on the nose and a silky, medium-bodied palate. It is excellent with smoked salmon or roast turkey.
",,,,,192518,,,http://www.bcliquorstores.com/files/192518.jpeg,1259,4/4/2019 18:10,,1,4.0023E+12,FALSE,0.75,PINOT NOIR - FABULOUS ANT TOLNA,,Hungary,FALSE,,2,2,RED,PINOT NOIR,12.99,FALSE,97, FABULOUS ANT TOLNA,13,,FALSE,,,SR,,PINOT NOIR ,HU,,Hungary Red Wine,1182,Red Wine,FALSE,FALSE,0,12.99,0,FALSE,,,,,,,,,,,pinot noir - fabulous ant tolna,,12.99,,83,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,New Zealand Wine,1044,4.3,,,78.99,,,,,"96 Points, Wine Spectator: “Elegant, fresh and vibrant, this red starts off wonderfully perfumed, with lavender, white pepper and green tea notes that accentuate the purity of the cherry and raspberry flavors. Polished tannins still provide some grip on the finish, where white truffle and forest floor details linger.” (October 2018)
",,,,,92155,,,http://www.bcliquorstores.com/files/92155.jpeg,82,4/4/2019 18:10,,1,7.95898E+11,FALSE,0.75,PINOT NOIR - FELTON ROAD BANNOCKBURN CENTRAL OTAGO 2017,,New Zealand,FALSE,Central Otago,2,2,RED,PINOT NOIR,78.99,FALSE,7, FELTON ROAD BANNOCKBURN CENTRAL OTAGO 2017,13.5,,FALSE,,,SM,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,78.99,0,FALSE,,,,,,,,,,,pinot noir - felton road bannockburn central otago 2017,,78.99,,40,Wine,1005,9.41959E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,New Zealand Wine,1044,4.5,,,119.99,,,,,"97 Points, James Suckling: “This has a very attractive, pure core of ripe red and black cherries, adorned in gently spicy and sappy nuances. Youthful and full of promise. The palate has a smoothly carved core of ripe red cherries with powder-fine tannins that build in layers and hold a supple, strong and focused finish.” (December 2018)
",,,,,92320,,,http://www.bcliquorstores.com/files/92320.jpeg,0,4/4/2019 18:10,,1,9.41959E+12,TRUE,0.75,PINOT NOIR - FELTON ROAD BLOCK 3 CENTRAL OTAGO 2016,,New Zealand,FALSE,Central Otago,2,2,RED,PINOT NOIR,119.99,FALSE,, FELTON ROAD BLOCK 3 CENTRAL OTAGO 2016,13.5,,FALSE,,,SM,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,119.99,0,FALSE,,,,,,,,,,,pinot noir - felton road block 3 central otago 2016,,119.99,,21,Wine,1005,8.31906E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,5,,,64.99,,,,,"91 Points, Wine Advocate - ""The 2016 has a pronounced red currants and cranberries-scented nose with hints of rose hips, raspberry leaves and dried herbs. Medium-bodied, delicately fruited and with beautifully pure cranberry and earth-inspired layers, it has a firm frame of grainy tannins and seamless freshness. Drink: 2018 - 2025."" (April 2018)
",,,,,879957,,,http://www.bcliquorstores.com/files/879957.jpeg,20,4/4/2019 18:10,Sonoma,1,6.2699E+11,FALSE,0.75,PINOT NOIR - FLOWERS SONOMA COAST 2016,,USA,FALSE,California,2,2,RED,PINOT NOIR,64.99,FALSE,3, FLOWERS SONOMA COAST 2016,13.5,,FALSE,,,SM,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,64.99,0,FALSE,,,,,,,,,,,pinot noir - flowers sonoma coast 2016,,64.99,,2,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Australia Wine,1026,4,,TRUE,18.29,,,2019-04-01T00:00:00.000-07:00,,"This Pinot Noir shows a vibrant and enticing cherry red colour in the glass. On the nose, aromas of red plum and cherry meld with the subtle oak characters. Lastly, the wine glides across the palate with soft, ripe red fruits and a silky, well balanced finish.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,466250,TRUE,,http://www.bcliquorstores.com/files/466250.jpeg,1064,4/4/2019 18:10,,1,9.31657E+12,FALSE,0.75,PINOT NOIR - FOWLES FARM TO TABLE VICTORIA,,Australia,FALSE,Victoria,2,2,RED,PINOT NOIR,18.29,FALSE,82, FOWLES FARM TO TABLE VICTORIA,13.3,,FALSE,On Sale,,SR,,PINOT NOIR ,AU,,Australia Red Wine,1068,Red Wine,FALSE,FALSE,0,17.29,0,FALSE,,,,,,,,,,,pinot noir - fowles farm to table victoria,,17.29,2019-04-27T00:00:00.000-07:00,54,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.6,,,24.99,,,,,"Fresh raspberry and black cherry scents are intense and concentrated followed in the mid-palate by decadent berry compote flavours with fragrant cardamom and clove undertones. This is a rich and vibrant wine with a light touch of toasty oak, supported by earthy tannins and classic cool-climate acidity. It is a perfect partner to a variety of fish, poultry or pasta dishes.
",,,,,831099,,,http://www.bcliquorstores.com/files/831099.jpeg,807,4/4/2019 18:10,Other,1,86788888023,FALSE,0.75,PINOT NOIR - HAHN MONTEREY 2017,,USA,FALSE,California,2,2,RED,PINOT NOIR,24.99,FALSE,52, HAHN MONTEREY 2017,14.5,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,24.99,0,FALSE,,,,,,,,,,,pinot noir - hahn monterey 2017,,24.99,,58,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,2.7,,,26.99,,,,,"91 Points, Tasting Panel - ""Grapes from cool-climate vineyards in Arroyo Seco and Santa Lucia Highlands perform fantastically for this high-flying Pinot. With its nose of red tea and oregano, the fruit develops on the palate, showcasing ripe red cherries, sage, powdered ""talc"" tannins, and a lean acidity."" (March 2018)
",,,,,823690,,,http://www.bcliquorstores.com/files/823690.jpeg,581,4/4/2019 18:10,Other,1,89121078525,FALSE,0.75,PINOT NOIR - J LOHR FALCONS PERCH MONTEREY CTY 2017,,USA,FALSE,California,3,3,RED,PINOT NOIR,26.99,FALSE,43, J LOHR FALCONS PERCH MONTEREY CTY 2017,13.5,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,26.99,0,FALSE,,,,,,,,,,,pinot noir - j lohr falcons perch monterey cty 2017,,26.99,,60,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,France Wine,1037,3.4,,,12.99,,,,,"Clear ruby red with hints of purple. Raspberry and cherry aromas with a touch of spice. Medium-bodied and dry, with red berry flavours and a medium finish. 
",,,,,684308,,,http://www.bcliquorstores.com/files/684308.jpeg,630,4/4/2019 18:10,,1,3.50061E+12,FALSE,0.75,PINOT NOIR - JP CHENET RESERVE,,France,FALSE,Other France,2,2,RED,PINOT NOIR,12.99,FALSE,73, JP CHENET RESERVE,12.5,,FALSE,,,SR,,PINOT NOIR ,FR,,France Red Wine,1152,Red Wine,FALSE,FALSE,0,12.99,0,FALSE,,,,,,,,,,,pinot noir - jp chenet reserve,,12.99,,116,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,New Zealand Wine,1044,2.7,,TRUE,23.99,,,2019-04-01T00:00:00.000-07:00,,"This wine is enticingly aromatic showing notes of dark cherries and strawberries. Partially aged in French oak barrels for the alluring complexity of well integrated oak and fine silky tannins. Aged in a mixture of French oak barrels and tank for five months. Superb with herb-crusted lamb, mushroom risotto or all on its own.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,867127,TRUE,,http://www.bcliquorstores.com/files/867127.jpeg,6222,4/4/2019 18:10,,1,9.41923E+12,FALSE,0.75,PINOT NOIR - KIM CRAWFORD SOUTH ISLAND 2017,,New Zealand,FALSE,Other New Zealand,2,2,RED,PINOT NOIR,23.99,FALSE,176, KIM CRAWFORD SOUTH ISLAND 2017,13.5,,FALSE,On Sale,,SR,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,20.99,0,FALSE,,,,,,,,,,,pinot noir - kim crawford south island 2017,,20.99,2019-04-27T00:00:00.000-07:00,177,Wine,1005,6.89352E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.6,,,39.99,,,,,"A sensuous entrance teases the palate with notes of dark berries, chocolate and cigar box in this complex wine. Pair with grilled light meats, beef, veal or pork.
",,,,,419663,,,http://www.bcliquorstores.com/files/419663.jpeg,733,4/4/2019 18:10,,1,7.68676E+11,FALSE,0.75,PINOT NOIR - KING ESTATE 2015,,USA,FALSE,Oregon,2,2,RED,PINOT NOIR,39.99,FALSE,63, KING ESTATE 2015,13,,FALSE,,,SR,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,39.99,0,FALSE,,,,,,,,,,,pinot noir - king estate 2015,,39.99,,46,Wine,1005,7.68676E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.5,,,93.99,,,,,"Kistler's goal in crafting their Pinot Noirs is to capture the elusive Pinot character expressed in each of their exceptional coastal sites. Kistler strives to produce elegant, harmonious wines which are impressive for their purity, balance, and lingering perfume. 
",,,,,218586,,,http://www.bcliquorstores.com/files/218586.jpeg,10,4/4/2019 18:10,Sonoma,1,6.2699E+11,FALSE,0.75,PINOT NOIR - KISTLER RUSSIAN RIVER 2015,,USA,FALSE,California,2,2,RED,PINOT NOIR,93.99,,1, KISTLER RUSSIAN RIVER 2015,14.5,,FALSE,,,SM,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,,FALSE,0,93.99,0,FALSE,,,,,,,,,,,pinot noir - kistler russian river 2015,,93.99,,2,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,USA Wine,1052,3.5,,,99.99,,,,,"91 Points, Vinous: ""...lifted and gracious, with expressive floral notes and bright red berry fruit. The purity of the flavors is quite remarkable. Today, the Sonoma Coast Pinot has developed into a wine of finesse and understatement rather than raciness. Even so, it is very pretty."" (April 2018)
",,,,,115907,,,http://www.bcliquorstores.com/files/115907.jpeg,24,4/4/2019 18:10,Sonoma,1,6.2699E+11,FALSE,0.75,PINOT NOIR - KISTLER SONOMA COAST 2015,,USA,FALSE,California,2,2,RED,PINOT NOIR,99.99,FALSE,2, KISTLER SONOMA COAST 2015,14.5,,FALSE,,,SM,,PINOT NOIR ,US,,USA Red Wine,1276,Red Wine,FALSE,FALSE,0,99.99,0,FALSE,,,,,,,,,,,pinot noir - kistler sonoma coast 2015,,99.99,,4,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,New Zealand Wine,1044,4.4,,,21.99,,,,,"A bright crimson hue in the glass, this South Island Pinot Noir has alluring aromas of intense cherry, cassis and violet notes. A full flavoured and concentrated wine, flavours of ripe red berries and plum are supported with fine, silky tannins and balanced oak that lead to a very long, elegant finish.
",,,,,35827,,,http://www.bcliquorstores.com/files/35827.jpeg,265,4/4/2019 18:10,,1,9.421E+12,FALSE,0.75,PINOT NOIR - KONO SOUTH ISLAND 2016,,New Zealand,FALSE,Other New Zealand,2,2,RED,PINOT NOIR,21.99,FALSE,21, KONO SOUTH ISLAND 2016,13.5,,FALSE,,,SH,,PINOT NOIR ,NZ,,New Zealand Red Wine,1217,Red Wine,FALSE,FALSE,0,21.99,0,FALSE,,,,,,,,,,,pinot noir - kono south island 2016,,21.99,,46,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinot Noir,,Germany Wine,1039,4.6,,,39.99,,,,,"The wine shows a deep ruby red colour. On the palate, it has notes of wild cherry and blackcurrant supported by fine tannins. 
",,,,,85399,,,http://www.bcliquorstores.com/files/85399.jpeg,92,4/4/2019 18:10,,1,4.01876E+12,FALSE,0.75,PINOT NOIR - KUNSTLER RHEINGAU DRY 2014,,Germany,FALSE,Rheingau,3,3,RED,PINOT NOIR,39.99,FALSE,9, KUNSTLER RHEINGAU DRY 2014,12,,FALSE,,,SM,,PINOT NOIR ,DE,,Germany Red Wine,1162,Red Wine,FALSE,FALSE,1,39.99,0,FALSE,,,,,,,,,,,pinot noir - kunstler rheingau dry 2014,,39.99,,55,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
